대분류,중분류,직무명,직무설명
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,네트워크시스템개발자,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,정보시스템운영자,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,네트워크관리자,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,IT기술지원전문가,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,웹운영자,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,정보보안전문가,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,통신장비기사,
연구직 및 공학 기술직,정보통신 연구개발직 및 공학기술직,방송송출장비기사,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,건설기계공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,플랜트기계공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,항공공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,자동차공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,조선·해양공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,로봇공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,기계‧로봇공학시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,재료(금속)공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,금속·재료공학시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전기기기·제품개발기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전기계측제어기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,발전설비기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,송·배전설비기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전기감리기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전기안전기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전자제품 및 부품 개발기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,반도체공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전자계측제어기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,디스플레이연구 및 개발자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,전기·전자공학시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,석유화학공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,고무 및 플라스틱화학공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,도료 및 농약품화학공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,비누 및 화장품화학공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,의약품공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,화학공학시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,태양광발전연구 및 개발자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,풍력발전연구 및 개발자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,원자력공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,가스·에너지시험원 및 진단전문가,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,대기환경기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,수질환경기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,폐기물처리기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,환경영향평가원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,소음진동기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,토양환경기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,환경시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,보건위생·환경검사원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,섬유공학기술자,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,섬유공학시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,식품공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,식품공학시험원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,소방공학기술자 및 연구원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,산업안전원 및 위험관리원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,위험관리원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,비파괴검사원,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,3D프린팅모델러,
연구직 및 공학 기술직,제조 연구개발직 및 공학기술직,제도사(캐드원),
영업·판매·운전·운송직,영업·판매직,부동산중개인,
영업·판매·운전·운송직,영업·판매직,기술영업원,
영업·판매·운전·운송직,영업·판매직,해외영업원,
영업·판매·운전·운송직,영업·판매직,자동차영업원,
영업·판매·운전·운송직,영업·판매직,제품광고영업원,
영업·판매·운전·운송직,영업·판매직,상품중개인 및 경매사,
영업·판매·운전·운송직,영업·판매직,텔레마케터,
영업·판매·운전·운송직,영업·판매직,소규모판매점장,
영업·판매·운전·운송직,영업·판매직,상점판매원,매장에서 손님에게 물건을 안내하고 판매하는 일
영업·판매·운전·운송직,영업·판매직,통신기기·서비스판매원,
영업·판매·운전·운송직,영업·판매직,온라인판매원,
영업·판매·운전·운송직,영업·판매직,상품대여원,
영업·판매·운전·운송직,영업·판매직,노점 및 이동판매원,
영업·판매·운전·운송직,영업·판매직,방문판매원,
영업·판매·운전·운송직,영업·판매직,주유원,
영업·판매·운전·운송직,영업·판매직,매장계산원 및 요금정산원,마트나 매장에서 물건 값을 계산해주는 일
영업·판매·운전·운송직,영업·판매직,매표원 및 복권판매원,
영업·판매·운전·운송직,영업·판매직,홍보도우미 및 판촉원,
영업·판매·운전·운송직,운전·운송직,항공기조종사,
영업·판매·운전·운송직,운전·운송직,헬리콥터조종사,
영업·판매·운전·운송직,운전·운송직,선장 및 항해사,
영업·판매·운전·운송직,운전·운송직,철도·전동차기관사,
영업·판매·운전·운송직,운전·운송직,항공교통관제사,
영업·판매·운전·운송직,운전·운송직,선박교통관제사,
영업·판매·운전·운송직,운전·운송직,철도교통관제사,
영업·판매·운전·운송직,운전·운송직,신호원 및 수송원,
영업·판매·운전·운송직,운전·운송직,택시운전원,
영업·판매·운전·운송직,운전·운송직,버스운전원,
영업·판매·운전·운송직,운전·운송직,화물차·특수차운전원,
영업·판매·운전·운송직,운전·운송직,크레인·호이스트운전원,
영업·판매·운전·운송직,운전·운송직,지게차운전원,
영업·판매·운전·운송직,운전·운송직,택배원,차로 물건을 받는 사람에게 배달하는 일
영업·판매·운전·운송직,운전·운송직,집배원,
영업·판매·운전·운송직,운전·운송직,선박기관사,
영업·판매·운전·운송직,운전·운송직,선박갑판원,
영업·판매·운전·운송직,운전·운송직,하역·적재종사원,창고에서 물건을 싣고 내리는 일
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,스포츠감독 및 코치,
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,직업운동선수,
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,프로게이머,
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,경기심판 및 경기기록원,
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,스포츠강사,
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,스포츠트레이너,
예술·디자인·방송·스포츠직,스포츠·레크리에이션직,레크리에이션전문가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,소설가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,영화시나리오작가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,방송작가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,번역가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,통역가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,출판물기획자,
예술·디자인·방송·스포츠직,예술·디자인·방송직,신문기자,
예술·디자인·방송·스포츠직,예술·디자인·방송직,방송기자,
예술·디자인·방송·스포츠직,예술·디자인·방송직,잡지기자,
예술·디자인·방송·스포츠직,예술·디자인·방송직,학예사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,문화재보존원,
예술·디자인·방송·스포츠직,예술·디자인·방송직,사서,
예술·디자인·방송·스포츠직,예술·디자인·방송직,기록물관리사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,화가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,조각가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,사진작가 및 사진사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,만화가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,만화영화작가(애니메이터),
예술·디자인·방송·스포츠직,예술·디자인·방송직,국악인,
예술·디자인·방송·스포츠직,예술·디자인·방송직,지휘자,
예술·디자인·방송·스포츠직,예술·디자인·방송직,작곡가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,연주가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,가수,
예술·디자인·방송·스포츠직,예술·디자인·방송직,성악가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,무용가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,안무가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,대중무용수,
예술·디자인·방송·스포츠직,예술·디자인·방송직,제품디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,의상디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,패션소품디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,실내장식디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,시각디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,웹디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,게임그래픽디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,영상그래픽디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,UX·UI디자이너,
예술·디자인·방송·스포츠직,예술·디자인·방송직,방송연출가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,영화감독,
예술·디자인·방송·스포츠직,예술·디자인·방송직,연극연출가,
예술·디자인·방송·스포츠직,예술·디자인·방송직,광고영상감독,
예술·디자인·방송·스포츠직,예술·디자인·방송직,연극영화방송기술감독,
예술·디자인·방송·스포츠직,예술·디자인·방송직,영화배우 및 탤런트,
예술·디자인·방송·스포츠직,예술·디자인·방송직,모델,
예술·디자인·방송·스포츠직,예술·디자인·방송직,연극 및 뮤지컬배우,
예술·디자인·방송·스포츠직,예술·디자인·방송직,개그맨 및 코미디언,
예술·디자인·방송·스포츠직,예술·디자인·방송직,성우,
예술·디자인·방송·스포츠직,예술·디자인·방송직,아나운서,
예술·디자인·방송·스포츠직,예술·디자인·방송직,리포터,
예술·디자인·방송·스포츠직,예술·디자인·방송직,촬영기사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,음향·녹음기사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,영상·녹화 및 편집기사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,조명기사,
예술·디자인·방송·스포츠직,예술·디자인·방송직,미디어콘텐츠창작자(크리에이터),
예술·디자인·방송·스포츠직,예술·디자인·방송직,연예인매니저,
